Name,Author,Year,Publication Name,DOI,Publication Year,Publication Type,Database
A multi-layer and multi-ensemble stock trader using deep learning and deep reinforcement learning,Salvatore CartaAndrea CorrigaAnselmo FerreiraAlessandro Sebastian PoddaDiego Reforgiato Recupero,2021,Applied Intelligence,10.1007/s10489-020-01839-5,2021,,Springer
Deep learning based RAGAE-SVM for Chronic kidney disease diagnosis on internet of health things platform,Prabhakar KandukuriAshu AbdulKuchipudi Prasanth KumarVelagapudi SreenivasG. RameshVenkateswarlu Gundu,2024,Multimedia Tools and Applications,10.1007/s11042-024-19926-x,2024,,Springer
Biomechanics analysis of real-time tennis batting images using Internet of Things and deep learning,Xintong PengLijun Tang,2022,The Journal of Supercomputing,10.1007/s11227-021-04111-w,2022,,Springer
On Forecasting Realized Volatility for Bitcoin Based on Deep Learning PSO–GRU Model,Xiaolong TangYuping SongXingrui JiaoYankun Sun,2024,Computational Economics,10.1007/s10614-023-10392-5,2024,,Springer
Optimal prediction of cloud spot instance price utilizing deep learning,Seyed Soroush NezamdoustMohammad Ali PourminaFarbod Razzazi,2023,The Journal of Supercomputing,10.1007/s11227-022-04970-x,2023,,Springer
Deep learning based network intrusion detection system: a systematic literature review and future scopes,YogeshLalit Mohan Goyal,2024,International Journal of Information Security,10.1007/s10207-024-00896-y,2024,,Springer
Model Free Identification of Traffic Conditions Using Unmanned Aerial Vehicles and Deep Learning,Eleni I. VlahogianniJavier Del SerKonstantinos KepaptsoglouIbai Laña,2021,Journal of Big Data Analytics in Transportation,10.1007/s42421-021-00038-z,2021,,Springer
Machine learning and deep learning techniques for poultry tasks management: a review,Thavamani. SubramaniVijayakumar. JeganathanSruthi. Kunkuma Balasubramanian,2024,Multimedia Tools and Applications,10.1007/s11042-024-18951-0,2024,,Springer
An intelligent internet of things-based secure healthcare framework using blockchain technology with an optimal deep learning model,T. VeeramakaliR. SivaB. SivakumarP. C. Senthil MaheshN. Krishnaraj,2021,The Journal of Supercomputing,10.1007/s11227-021-03637-3,2021,,Springer
An efficient energy supply policy and optimized self-adaptive data aggregation with deep learning in heterogeneous wireless sensor network,Rajkumar TharmalingamNandhagopal NachimuthuG. Prakash,2024,Peer-to-Peer Networking and Applications,10.1007/s12083-024-01791-y,2024,,Springer
Shallow and deep learning for image classification,G. OsoskovP. Goncharov,2017,Optical Memory and Neural Networks,10.3103/S1060992X1704004X,2017,,Springer
Deep learning approaches for landslide information recognition: Current scenario and opportunities,Naveen ChandraHimadri Vaidya,2024,Journal of Earth System Science,10.1007/s12040-024-02281-8,2024,,Springer
Efficient multimedia information mining framework based on deep learning and self-organizing model,Xiaodong Mai,2019,Multimedia Tools and Applications,10.1007/s11042-018-6406-6,2019,,Springer
Examination of Deep Learning based NOMA System Considering Node Mobility and Imperfect CSI,Manoj Kumar BeuriaRavi ShankarIndrajeet KumarBhanu Pratap ChaudharyV. Gokula KrishnanSudhansu Sekhar Singh,2023,Radioelectronics and Communications Systems,10.3103/S0735272723070026,2023,,Springer
Stochastic gradient descent without full data shuffle: with applications to in-database machine learning and deep learning systems,Lijie XuShuang QiuBinhang YuanJiawei JiangCedric RenggliShaoduo GanKaan KaraGuoliang LiJi LiuWentao WuJieping YeCe Zhang,2024,The VLDB Journal,10.1007/s00778-024-00845-0,2024,,Springer
Thermal error modeling based on BiLSTM deep learning for CNC machine tool,Pu-Ling LiuZheng-Chun DuHui-Min LiMing DengXiao-Bing FengJian-Guo Yang,2021,Advances in Manufacturing,10.1007/s40436-020-00342-x,2021,,Springer
Deep learning architectures for multi-label classification of intelligent health risk prediction,Andrew MaxwellRunzhi LiBei YangHeng WengAihua OuHuixiao HongZhaoxian ZhouPing GongChaoyang Zhang,2017,BMC Bioinformatics,10.1186/s12859-017-1898-z,2017,,Springer
Deep learning-based sequential models for multi-user detection with M-PSK for downlink NOMA wireless communication systems,Bibekananda PandaPoonam Singh,2024,Annals of Telecommunications,10.1007/s12243-023-00990-7,2024,,Springer
Survey and design of paleozoic: a high-performance compiler tool chain for deep learning inference accelerator,Zihan LiuJingwen LengGuandong LuChenhui WangQuan ChenMinyi Guo,2020,CCF Transactions on High Performance Computing,10.1007/s42514-020-00044-7,2020,,Springer
A comprehensive survey on deep learning-based approaches for multimodal sentiment analysis,Alireza GhorbanaliMohammad Karim Sohrabi,2023,Artificial Intelligence Review,10.1007/s10462-023-10555-8,2023,,Springer
Construction and Application of a Knowledge Graph for Iron Deposits Using Text Mining Analytics and a Deep Learning Algorithm,Qinjun QiuKai MaHairong LvLiufeng TaoZhong Xie,2023,Mathematical Geosciences,10.1007/s11004-023-10050-4,2023,,Springer
Supervised deep learning for content-aware image retargeting with Fourier Convolutions,MohammadHossein GivkashiMohammadReza NaderiNader KarimiShahram ShiraniShadrokh Samavi,2024,Multimedia Tools and Applications,10.1007/s11042-024-18876-8,2024,,Springer
Quality analysis in metal additive manufacturing with deep learning,Xiang LiXiaodong JiaQibo YangJay Lee,2020,Journal of Intelligent Manufacturing,10.1007/s10845-020-01549-2,2020,,Springer
Deep Learning Based Customer Preferences Analysis in Industry 4.0 Environment,Qindong SunXingyu FengShanshan ZhaoHan CaoShancang LiYufeng Yao,2021,Mobile Networks and Applications,10.1007/s11036-021-01830-5,2021,,Springer
Mining influential genes based on deep learning,Lingpeng KongYuanyuan ChenFengjiao XuMingmin XuZutan LiJingya FangLiangyun ZhangCong Pian,2021,BMC Bioinformatics,10.1186/s12859-021-03972-5,2021,,Springer
Monitoring and Sensing of Real-Time Data with Deep Learning Through Micro- and Macro-analysis in Hardware Support Packages,Bechoo LalNarender ChinthamuB. HarichandanaPanem CharanarurAkhilesh SharmaaA. Ranjith Kumar,2023,SN Computer Science,10.1007/s42979-023-02037-z,2023,,Springer
Survival study on deep learning techniques for IoT enabled smart healthcare system,Ashok Kumar MunnangiSatheeshwaran UdhayaKumarVinayakumar RaviRamesh SekaranSuthendran Kannan,2023,Health and Technology,10.1007/s12553-023-00736-4,2023,,Springer
Theoretical Understanding of Deep Learning in UAV Biomedical Engineering Technologies Analysis,Wasswa ShafikS. Mojtaba MatinkhahMohammad Ghasemzadeh,2020,SN Computer Science,10.1007/s42979-020-00323-8,2020,,Springer
Wave Hedges distance-based feature fusion and hybrid optimization-enabled deep learning for cyber credit card fraud detection,Venkata Ratnam GanjiAparna Chaparala,2024,Knowledge and Information Systems,10.1007/s10115-024-02177-5,2024,,Springer
Robust Needle Localization and Enhancement Algorithm for Ultrasound by Deep Learning and Beam Steering Methods,Jun GaoPaul LiuGuang-Di LiuLe Zhang,2021,Journal of Computer Science and Technology,10.1007/s11390-021-0861-7,2021,,Springer
Best optimizer selection for predicting bushfire occurrences using deep learning,Malka N. HalgamugeEshan DamindaAmpalavanapillai Nirmalathas,2020,Natural Hazards,10.1007/s11069-020-04015-7,2020,,Springer
Intelligent deep learning techniques for energy consumption forecasting in smart buildings: a review,R. MathumithaP. RathikaK. Manimala,2024,Artificial Intelligence Review,10.1007/s10462-023-10660-8,2024,,Springer
Predictive maintenance for offshore wind turbines through deep learning and online clustering of unsupervised subsystems: a real-world implementation,Uwe LützenSerdar Beji,2024,Journal of Ocean Engineering and Marine Energy,10.1007/s40722-024-00335-z,2024,,Springer
Prediction of mechanical properties for deep drawing steel by deep learning,Gang XuJinshan HeZhimin LüMin LiJinwu Xu,2023,"International Journal of Minerals, Metallurgy and Materials",10.1007/s12613-022-2547-8,2023,,Springer
Application of deep learning and XGBoost in predicting pathological staging of breast cancer MR images,Yue MiaoSiyuan TangZhuqiang ZhangJukun SongZhi LiuQiang ChenMiao Zhang,2024,The Journal of Supercomputing,10.1007/s11227-023-05797-w,2024,,Springer
A novel deep learning model for diabetes melliuts prediction in IoT-based healthcare environment with effective feature selection mechanism,R. RajalakshmiP. SivakumarL. Krishna KumariM. Chengathir Selvi,2024,The Journal of Supercomputing,10.1007/s11227-023-05496-6,2024,,Springer
Identifying personality traits of WhatsApp users based on frequently used emojis using deep learning,Shahram Saeidi,2024,Multimedia Tools and Applications,10.1007/s11042-023-15209-z,2024,,Springer
A new form of deep learning in smart logistics with IoT environment,Fei JiangXiao-Ya MaYan-Hua ZhangLi WangWen-Liang CaoJian-Xin LiJin Tong,2022,The Journal of Supercomputing,10.1007/s11227-022-04343-4,2022,,Springer
Deep learning-based automated characterization of crosscut tests for coatings via image segmentation,Gaoyuan ZhangChristian SchmitzMatthias FimmersChristoph QuixSayed Hoseini,2022,Journal of Coatings Technology and Research,10.1007/s11998-021-00557-y,2022,,Springer
Using deep learning to learn physics of conduction heat transfer,Mohammad EdalatifarMohammad Bagher TavakoliMohammad GhalambazFarbod Setoudeh,2021,Journal of Thermal Analysis and Calorimetry,10.1007/s10973-020-09875-6,2021,,Springer
HindiSpeech-Net: a deep learning based robust automatic speech recognition system for Hindi language,Usha SharmaHari OmA. N. Mishra,2023,Multimedia Tools and Applications,10.1007/s11042-022-14019-z,2023,,Springer
"Data-Driven Deep Learning for The Multi-Hump Solitons and Parameters Discovery in NLS Equations with Generalized



              $${\mathcal{PT}\mathcal{}}$$


                  PT



            -Scarf-II Potentials",Ming ZhongJian-Guo ZhangZijian ZhouShou-Fu TianZhenya Yan,2023,Neural Processing Letters,10.1007/s11063-022-10979-3,2023,,Springer
A data-driven approach to a chemotherapy recommendation model based on deep learning for patients with colorectal cancer in Korea,Jin-Hyeok ParkJeong-Heum BaekSun Jin SymKang Yoon LeeYoungho Lee,2020,BMC Medical Informatics and Decision Making,10.1186/s12911-020-01265-0,2020,,Springer
Deep learning-based multivariate resource utilization prediction for hotspots and coldspots mitigation in green cloud data centers,Yashwant Singh PatelRishabh JaiswalRajiv Misra,2022,The Journal of Supercomputing,10.1007/s11227-021-04107-6,2022,,Springer
The Deep Ritz Method: A Deep Learning-Based Numerical Algorithm for Solving Variational Problems,Weinan EBing Yu,2018,Communications in Mathematics and Statistics,10.1007/s40304-018-0127-z,2018,,Springer
Intrusion detection in internet of things-based smart farming using hybrid deep learning framework,Keerthi KethineniG. Pradeepini,2024,Cluster Computing,10.1007/s10586-023-04052-4,2024,,Springer
Class imbalance data handling with optimal deep learning-based intrusion detection in IoT environment,Manohar SrinivasanNarayanan Chidambaram Senthilkumar,2024,Soft Computing,10.1007/s00500-023-09610-x,2024,,Springer
Applying the Deep Learning Method for Simulating Outcomes of Educational Interventions,Hyemin HanKangwook LeeFirat Soylu,2020,SN Computer Science,10.1007/s42979-020-0075-z,2020,,Springer
Estimation of Local Strain Fields in Two-Phase Elastic Composite Materials Using UNet-Based Deep Learning,Mayank RajSanket ThakreRatna Kumar AnnabattulaAnand K Kanjarla,2021,Integrating Materials and Manufacturing Innovation,10.1007/s40192-021-00227-2,2021,,Springer
Accurate classification of ECG arrhythmia using MOWPT enhanced fast compression deep learning networks,Jing-Shan HuangBin-Qiang ChenNian-Yin ZengXin-Cheng CaoYang Li,2023,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-020-02110-y,2023,,Springer
Acoustic emission-based damage localization using wavelet-assisted deep learning,Mohamed BarboshKyle DunphyAyan Sadhu,2022,Journal of Infrastructure Preservation and Resilience,10.1186/s43065-022-00051-8,2022,,Springer
Hybrid deep learning cost evaluation using CNN with ANN for the plastic injection industry,Athakorn KengpolPornthip Tabkosai,2023,Neural Computing and Applications,10.1007/s00521-023-08947-6,2023,,Springer
A survey on deep learning-based real-time crowd anomaly detection for secure distributed video surveillance,Khosro RezaeeSara Mohammad RezakhaniMohammad R. KhosraviMohammad Kazem Moghimi,2024,Personal and Ubiquitous Computing,10.1007/s00779-021-01586-5,2024,,Springer
A deep learning-based constrained intelligent routing method,Zheheng RaoYanyan XuShaoming Pan,2021,Peer-to-Peer Networking and Applications,10.1007/s12083-021-01185-4,2021,,Springer
Deep learning-driven hybrid model for short-term load forecasting and smart grid information management,Xinyu WenJiacheng LiaoQingyi NiuNachuan ShenYingxu Bao,2024,Scientific Reports,10.1038/s41598-024-63262-x,2024,,Springer
Analysis of news sentiments using natural language processing and deep learning,Mattia VicariMauro Gaspari,2021,AI & SOCIETY,10.1007/s00146-020-01111-x,2021,,Springer
RETRACTED ARTICLE: Secure prediction and assessment of sports injuries using deep learning based convolutional neural network,Hesheng Songxiu-ying HanCarlos Enrique Montenegro-MarinSujatha krishnamoorthy,2021,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-020-02560-4,2021,,Springer
Detection of land subsidence using hybrid and ensemble deep learning models,Narges KariminejadAliakbar MohammadifarAdel SepehrMohammad Kazemi GarajehMahrooz RezaeiGloria DesirAdolfo Quesada-RománHamid Gholami,2024,Applied Geomatics,10.1007/s12518-024-00572-9,2024,,Springer
PCA-ICA-LSTM: A Hybrid Deep Learning Model Based on Dimension Reduction Methods to Predict S&P 500 Index Price,Mehmet SarıkoçMete Celik,2024,Computational Economics,10.1007/s10614-024-10629-x,2024,,Springer
3D shape measurement based on Res-Attention-Unet for deep learning,Ze LiSuzhen WangJianhua WangWen ZhangShuo Shan,2024,Applied Physics B,10.1007/s00340-024-08260-7,2024,,Springer
Prediction of CO2 solubility in Ionic liquids for CO2 capture using deep learning models,Mazhar AliTooba SarwarNabisab Mujawar MubarakRama Rao KarriLubna GhalibAisha BibiShaukat Ali Mazari,2024,Scientific Reports,10.1038/s41598-024-65499-y,2024,,Springer
Deep learning for P-wave arrival picking in earthquake early warning,Wang YanweiLi XiaojunWang ZifaShi JianpingBao Enhe,2021,Earthquake Engineering and Engineering Vibration,10.1007/s11803-021-2027-6,2021,,Springer
Explainable Artificial Intelligence in Deep Learning Neural Nets-Based Digital Images Analysis,A. N. AverkinE. N. VolkovS. A. Yarushev,2024,Journal of Computer and Systems Sciences International,10.1134/S1064230724700138,2024,,Springer
Different scaling of linear models and deep learning in UKBiobank brain images versus machine-learning datasets,Marc-Andre SchulzB. T. Thomas YeoJoshua T. VogelsteinJanaina Mourao-MiranadaJakob N. KatherKonrad KordingBlake RichardsDanilo Bzdok,2020,Nature Communications,10.1038/s41467-020-18037-z,2020,,Springer
Generative adversarial network: a statistical-based deep learning paradigm to improve detecting breast cancer in thermograms,Seyed Vahab ShojaediniMehdi AbediniMahsa Monajemi,2024,Medical & Biological Engineering & Computing,10.1007/s11517-023-02989-7,2024,,Springer
Deep Learning-Based Multi-Domain Framework for End-to-End Services in 5G Networks,Yanjia TianYan DongXiang Feng,2023,Journal of Grid Computing,10.1007/s10723-023-09714-6,2023,,Springer
Reduced-order representation and reconstruction of non-stationary flow system using flow-time-history deep learning,Qingliang Zhan 战庆亮Chunjin Bai 白春锦Xin Liu 刘鑫Yaojun Ge 葛耀君,2023,Acta Mechanica Sinica,10.1007/s10409-023-22491-x,2023,,Springer
Deep learning for real-time image steganalysis: a survey,Feng RuanXing ZhangDawei ZhuZhanyang XuShaohua WanLianyong Qi,2020,Journal of Real-Time Image Processing,10.1007/s11554-019-00915-5,2020,,Springer
Linear and stratified sampling-based deep learning models for improving the river streamflow forecasting to mitigate flooding disaster,Haitham Abdulmohsin AfanAyman YafouzAhmed H. BirimaAli Najah AhmedOzgur KisiBarkha ChaplotAhmed El-Shafie,2022,Natural Hazards,10.1007/s11069-022-05237-7,2022,,Springer
A deep learning method for motor fault diagnosis based on a capsule network with gate-structure dilated convolutions,Yu LiangBinbin LiBin Jiao,2021,Neural Computing and Applications,10.1007/s00521-020-04999-0,2021,,Springer
RETRACTED ARTICLE: Research on the application of light detection sensors based on deep learning in basketball training monitoring,Bin ZhaoJianping Liu,2024,Optical and Quantum Electronics,10.1007/s11082-023-06242-1,2024,,Springer
A Comprehensive Review of Categorization and Perspectives on State-of-Charge Estimation Using Deep Learning Methods for Electric Transportation,Kaushik DasRoushan Kumar,2023,Wireless Personal Communications,10.1007/s11277-023-10830-5,2023,,Springer
Fuzzy deep learning-based crop yield prediction model for sustainable agronomical frameworks,Dhivya ElavarasanP. M. Durai Raj Vincent,2021,Neural Computing and Applications,10.1007/s00521-021-05950-7,2021,,Springer
Applying TS-DBN model into sports behavior recognition with deep learning approach,Yingqing GuoXin Wang,2021,The Journal of Supercomputing,10.1007/s11227-021-03772-x,2021,,Springer
Enhancing face recognition performance: a comprehensive evaluation of deep learning models and a novel ensemble approach with hyperparameter tuning,Jana SelvaganesanB. SudharaniS. N. Chandra ShekharK. VaishnaviK. PriyadarsiniK. Srujan RajuT. Srinivasa Rao,2024,Soft Computing,10.1007/s00500-024-09954-y,2024,,Springer
Edge Computing Empowered Smart Healthcare: Monitoring and Diagnosis with Deep Learning Methods,Kemeng WangShurui KongXuezheng ChenMin Zhao,2024,Journal of Grid Computing,10.1007/s10723-023-09726-2,2024,,Springer
Modeling of dynamical systems through deep learning,P. RajendraV. Brahmajirao,2020,Biophysical Reviews,10.1007/s12551-020-00776-4,2020,,Springer
A novel metal futures forecasting system based on wavelet packet decomposition and stochastic deep learning model,Jie Wang,2022,Applied Intelligence,10.1007/s10489-021-03083-x,2022,,Springer
Deep learning model for predicting tunnel damages and track serviceability under seismic environment,Abdullah AnsariK. S. RaoA. K. JainAnas Ansari,2023,Modeling Earth Systems and Environment,10.1007/s40808-022-01556-7,2023,,Springer
A data-driven and the deep learning based CDN recommendation framework for ICPs,Bo QiaoHao Yin,2019,Peer-to-Peer Networking and Applications,10.1007/s12083-018-0673-x,2019,,Springer
Deep learning models for vessel’s ETA prediction: bulk ports perspective,Sara El MekkaouiLoubna BenabbouAbdelaziz Berrado,2023,Flexible Services and Manufacturing Journal,10.1007/s10696-022-09471-w,2023,,Springer
Intelligent rotating machinery fault diagnosis based on deep learning using data augmentation,Xiang LiWei ZhangQian DingJian-Qiao Sun,2020,Journal of Intelligent Manufacturing,10.1007/s10845-018-1456-1,2020,,Springer
Deep learning models for forecasting aviation demand time series,Andreas KanavosFotios KounelisLazaros IliadisChristos Makris,2021,Neural Computing and Applications,10.1007/s00521-021-06232-y,2021,,Springer
Self-learning and explainable deep learning network toward the security of artificial intelligence of things,Bin WuSean He,2023,The Journal of Supercomputing,10.1007/s11227-022-04818-4,2023,,Springer
LSTM-based deep learning for spatial–temporal software testing,Lei XiaoHuaikou MiaoTingting ShiYu Hong,2020,Distributed and Parallel Databases,10.1007/s10619-020-07291-1,2020,,Springer
CalcGraph: taming the high costs of deep learning using models,Joe LorentzThomas HartmannAssaad MoawadFrancois FouquetDjamila AouadaYves Le Traon,2023,Software and Systems Modeling,10.1007/s10270-022-01052-7,2023,,Springer
Addressing the class imbalance problem in network intrusion detection systems using data resampling and deep learning,Ahmed AbdelkhalekMaggie Mashaly,2023,The Journal of Supercomputing,10.1007/s11227-023-05073-x,2023,,Springer
"Evolution of neural network to deep learning in prediction of air, water pollution and its Indian context",B. P. NandiG. SinghA. JainD. K. Tayal,2024,International Journal of Environmental Science and Technology,10.1007/s13762-023-04911-y,2024,,Springer
Deep learning techniques for rating prediction: a survey of the state-of-the-art,Zahid Younas KhanZhendong NiuSulis SandiwarnoRukundo Prince,2021,Artificial Intelligence Review,10.1007/s10462-020-09892-9,2021,,Springer
A Novel Financial Forecasting Approach Using Deep Learning Framework,Yunus Santur,2023,Computational Economics,10.1007/s10614-023-10403-5,2023,,Springer
TSC prediction and dynamic control of BOF steelmaking with state-of-the-art machine learning and deep learning methods,Tian-yi XieCai-dong ZhangQuan-lin ZhouZhi-qiang TianShuai LiuHan-jie Guo,2024,Journal of Iron and Steel Research International,10.1007/s42243-023-01142-w,2024,,Springer
Modeling the cost of energy in public sector buildings by linear regression and deep learning,Marijana Zekić-SušacMarinela KneževićRudolf Scitovski,2021,Central European Journal of Operations Research,10.1007/s10100-019-00643-y,2021,,Springer
A Novel Blockchain-Based Deepfake Detection Method Using Federated and Deep Learning Models,Arash HeidariNima Jafari NavimipourHasan DagSamira TalebiMehmet Unal,2024,Cognitive Computation,10.1007/s12559-024-10255-7,2024,,Springer
A smart Alzheimer’s patient monitoring system with IoT-assisted technology through enhanced deep learning approach,Rajesh ArunachalamGurram SunithaSurendra Kumar ShuklaSurya Nath pandeyShabana UroojSeema Rawat,2023,Knowledge and Information Systems,10.1007/s10115-023-01890-x,2023,,Springer
A comparison between machine and deep learning models on high stationarity data,Domenico SantoroTiziana CianoMassimiliano Ferrara,2024,Scientific Reports,10.1038/s41598-024-70341-6,2024,,Springer
Classification of rotator cuff tears in ultrasound images using deep learning models,Thao Thi HoGeun-Tae KimTaewoo KimSanghun ChoiEun-Kee Park,2022,Medical & Biological Engineering & Computing,10.1007/s11517-022-02502-6,2022,,Springer
Deep learning-based early stage detection (DL-ESD) for routing attacks in Internet of Things networks,Mohammed AlbishariMingchu LiRunfa ZhangEsmail Almosharea,2023,The Journal of Supercomputing,10.1007/s11227-022-04753-4,2023,,Springer
"$$\hbox {U}^p$$


                  U
                  p


            -Net: a generic deep learning-based time stepper for parameterized spatio-temporal dynamics",Merten StenderJakob OhlsenHendrik GeislerAmin ChabchoubNorbert HoffmannAlexander Schlaefer,2023,Computational Mechanics,10.1007/s00466-023-02295-x,2023,,Springer
Recent Advancement of Deep Learning Applications to Machine Condition Monitoring Part 2: Supplement Views and a Case Study,Wenyi WangJohn TaylorRobert J. Rees,2021,Acoustics Australia,10.1007/s40857-021-00235-4,2021,,Springer
A multichannel EfficientNet deep learning-based stacking ensemble approach for lung disease detection using chest X-ray images,Vinayakumar RaviVasundhara AcharyaMamoun Alazab,2023,Cluster Computing,10.1007/s10586-022-03664-6,2023,,Springer
"Data-driven Discovery of Modified Kortewegde Vries Equation, Kdv–Burger Equation and Huxley Equation by Deep Learning",Yuexing BaiTemuer ChaoluSudao Bilige,2022,Neural Processing Letters,10.1007/s11063-021-10693-6,2022,,Springer
Research on damage identification of large-span spatial structures based on deep learning,Caiwei LiuJianhao ManChaofeng LiuLei WangXiaoyu MaJijun MiaoYanchun Liu,2024,Journal of Civil Structural Health Monitoring,10.1007/s13349-024-00772-2,2024,,Springer
Urban ride-hailing demand prediction with multi-view information fusion deep learning framework,Yonghao WuHuyin ZhangCong LiShiming TaoFei Yang,2023,Applied Intelligence,10.1007/s10489-022-03966-7,2023,,Springer
A Deep Learning Framework for Joint Image Restoration and Recognition,Ruilong ChenLyudmila MihaylovaHao ZhuNidhal Carla Bouaynaya,2020,"Circuits, Systems, and Signal Processing",10.1007/s00034-019-01222-x,2020,,Springer
Deep learning-based interpretation of basal/acetazolamide brain perfusion SPECT leveraging unstructured reading reports,Hyun Gee RyooHongyoon ChoiDong Soo Lee,2020,European Journal of Nuclear Medicine and Molecular Imaging,10.1007/s00259-019-04670-4,2020,,Springer
Internet of things-enabled real-time health monitoring system using deep learning,Xingdong WuChao LiuLijun WangMuhammad Bilal,2023,Neural Computing and Applications,10.1007/s00521-021-06440-6,2023,,Springer
"Data-driven predictive modeling of PM2.5 concentrations using machine learning and deep learning techniques: a case study of Delhi, India",Adil MasoodKafeel Ahmad,2022,Environmental Monitoring and Assessment,10.1007/s10661-022-10603-w,2022,,Springer
A deep learning-based two-stage prognostic approach for remaining useful life of rolling bearing,Yiwei ChengKui HuJun WuHaiping ZhuCarman K. M. Lee,2022,Applied Intelligence,10.1007/s10489-021-02733-4,2022,,Springer
RETRACTED ARTICLE: Shapley-based interpretation of deep learning models for wildfire spread rate prediction,Faiza QayyumNagwan Abdel SameeMaali AlabdulhafithAhmed AzizMohammad Hijjawi,2024,Fire Ecology,10.1186/s42408-023-00242-y,2024,,Springer
Dynamic prediction of moving trajectory in pipe jacking: GRU-based deep learning framework,Yi-Feng YangShao-Ming LiaoMeng-Bo Liu,2023,Frontiers of Structural and Civil Engineering,10.1007/s11709-023-0942-5,2023,,Springer
Implementation of Ensemble Deep Learning Coupled with Remote Sensing for the Quantitative Analysis of Changes in Arable Land Use in a Mining Area,Haowei JiXianqi Luo,2021,Journal of the Indian Society of Remote Sensing,10.1007/s12524-021-01430-6,2021,,Springer
Clustering-enhanced stock price prediction using deep learning,Man LiYe ZhuYuxin ShenMaia Angelova,2023,World Wide Web,10.1007/s11280-021-01003-0,2023,,Springer
A physics-informed deep learning approach for solving strongly degenerate parabolic problems,Pasquale AmbrosioSalvatore CuomoMariapia De Rosa,2024,Engineering with Computers,10.1007/s00366-024-01961-9,2024,,Springer
Offline handwritten Tai Le character recognition using ensemble deep learning,Hai GuoYifan LiuDoudou YangJingying Zhao,2022,The Visual Computer,10.1007/s00371-021-02230-2,2022,,Springer
Inverted bell-curve-based ensemble of deep learning models for detection of COVID-19 from chest X-rays,Ashis PaulArpan BasuMufti MahmudM. Shamim KaiserRam Sarkar,2023,Neural Computing and Applications,10.1007/s00521-021-06737-6,2023,,Springer
An end-to-end deep learning approach for tool wear condition monitoring,Lin MaNan ZhangJiawei ZhaoHaoqiang Kong,2024,The International Journal of Advanced Manufacturing Technology,10.1007/s00170-024-13909-w,2024,,Springer
Human segmentation in surveillance video with deep learning,Monica GruossoNicola CapeceUgo Erra,2021,Multimedia Tools and Applications,10.1007/s11042-020-09425-0,2021,,Springer
Characterization of particle orientation of kaolinite samples using the deep learning-based technique,Jun Kang ChowZhaofeng LiZhaoyu SuYu-Hsing Wang,2022,Acta Geotechnica,10.1007/s11440-021-01266-x,2022,,Springer
An Integrated Deep Learning Prediction Approach for Efficient Modelling of Host Load Patterns in Cloud Computing,Eva PatelDharmender Singh Kushwaha,2022,Journal of Grid Computing,10.1007/s10723-022-09639-6,2022,,Springer
Enhancing Tropical Cyclone Intensity Estimation from Satellite Imagery through Deep Learning Techniques,Wen YangJianfang FeiXiaogang HuangJuli DingXiaoping Cheng,2024,Journal of Meteorological Research,10.1007/s13351-024-3186-y,2024,,Springer
Trajectory prediction of flying vehicles based on deep learning methods,Minghu TanHong ShenKang XiBin Chai,2023,Applied Intelligence,10.1007/s10489-022-04098-8,2023,,Springer
New loss functions to improve deep learning estimation of heat transfer,Mohammad EdalatifarMohammad GhalambazMohammad Bagher TavakoliFarbod Setoudeh,2022,Neural Computing and Applications,10.1007/s00521-022-07233-1,2022,,Springer
Time Series Prediction of Wastewater Flow Rate by Bidirectional LSTM Deep Learning,Hoon KangSeunghyeok YangJianying HuangJeill Oh,2020,"International Journal of Control, Automation and Systems",10.1007/s12555-019-0984-6,2020,,Springer
"Privacy-preserving deep learning in medical informatics: applications, challenges, and solutions",Vankamamidi S. NareshM. ThamaraiV. V. L. Divakar Allavarpu,2023,Artificial Intelligence Review,10.1007/s10462-023-10556-7,2023,,Springer
Deep learning-based meta-classifier approach for COVID-19 classification using CT scan and chest X-ray images,Vinayakumar RaviHarini NarasimhanChinmay ChakrabortyTuan D. Pham,2022,Multimedia Systems,10.1007/s00530-021-00826-1,2022,,Springer
Deep learning for universal linear embeddings of nonlinear dynamics,Bethany LuschJ. Nathan KutzSteven L. Brunton,2018,Nature Communications,10.1038/s41467-018-07210-0,2018,,Springer
Deep Learning of Biological Models from Data: Applications to ODE Models,Wei-Hung SuChing-Shan ChouDongbin Xiu,2021,Bulletin of Mathematical Biology,10.1007/s11538-020-00851-7,2021,,Springer
A Physics-informed Deep-learning Intensity Prediction Scheme for Tropical Cyclones over the Western North Pacific,Yitian ZhouRuifen ZhanYuqing WangPeiyan ChenZhemin TanZhipeng XieXiuwen Nie,2024,Advances in Atmospheric Sciences,10.1007/s00376-024-3282-z,2024,,Springer
On deep learning-based bias correction and downscaling of multiple climate models simulations,Fang WangDi Tian,2022,Climate Dynamics,10.1007/s00382-022-06277-2,2022,,Springer
Deep learning-based noise filtering toward millisecond order imaging by using scanning transmission electron microscopy,Shiro IharaHikaru SaitoMizumo YoshinagaLavakumar AvalaMitsuhiro Murayama,2022,Scientific Reports,10.1038/s41598-022-17360-3,2022,,Springer
A deep learning approach for facility patient attendance prediction based on medical booking data,Francesco PiccialliSalvatore CuomoDanilo CrisciEdoardo PreziosoGang Mei,2020,Scientific Reports,10.1038/s41598-020-71613-7,2020,,Springer
